idUser;firstName;lastName;fullName;tanggalLahir;Alamat;jenisKelamin;noTelp;noRekening;kodeBank;namaBank
10662;Ibrahim;Devi;Ibrahim Devi;1992-07-21;Klaten;P;08616824419;424177757;7;Bank Syariah Indonesia
12147;Zainal;Puji;Zainal Puji;1972-10-15;Karawang;L;08374846570;682954956;5;Bank Negara Indonesia
11200;Hendrik;Puji;Hendrik Puji;1990-10-26;Pemalang;P;08794363632;547028368;6;Bank Maspion
10257;Suwarno;Tuti;Suwarno Tuti;1989-05-31;Kendal;P;08727321239;520078772;6;Bank Maspion
12018;Susilawati;Yanti;Susilawati Yanti;1996-09-10;Temanggung;L;08510974150;501137591;5;Bank Negara Indonesia
13653;Rosita;Andri;Rosita Andri;1985-07-22;Garut;P;08255756987;470981427;4;Bank Rakyat Indonesia
14305;Suci;Umi;Suci Umi;1991-02-23;Boyolali;P;08472669692;664587576;20;Bank Digital BCA
12474;Doni;Imas;Doni Imas;1982-11-08;Sukoharjo;L;08699728189;644498792;15;Bank UOB Indonesia
12592;Firman;Nurhayati;Firman Nurhayati;1976-12-10;Grobogan;L;08214172591;488850112;9;Bank Artos
11003;Marlina;Akhmad;Marlina Akhmad;1974-05-11;Garut;P;08435125395;556453307;11;Bank Raya Indonesia
10520;Rusli;Rina;Rusli Rina;1983-06-05;Tasikmalaya;L;08773053212;679231022;9;Bank Artos
10692;Retno;Lilik;Retno Lilik;1965-11-20;Magelang;P;08705974036;526139941;14;Bank Tabungan Negara
11074;Supriyadi;Irwan;Supriyadi Irwan;1970-04-25;Jepara;P;08548037065;667092779;5;Bank Negara Indonesia
10225;Rahayu;Hendra;Rahayu Hendra;1988-07-17;Wonosobo;L;08370923544;711757690;9;Bank Artos
14400;Riska;Abdul;Riska Abdul;1988-06-13;Purwakarta;L;08723011615;649181013;7;Bank Syariah Indonesia
11655;Yunus;Lilis;Yunus Lilis;1990-03-02;Salatiga;L;08591573408;455373263;6;Bank Maspion
11261;Rohani;Herman;Rohani Herman;1997-08-15;Bogor;L;08476954434;718015933;10;Bank Jago
11888;Ana;Made;Ana Made;1997-03-20;Garut;P;08306339390;682068286;18;Bank Mandiri
11101;Nurdin;Ernawati;Nurdin Ernawati;1999-01-25;Batang;P;08685318692;481764878;2;Bank Artha Graha Internasional
14751;Jumadi;Titin;Jumadi Titin;1990-06-26;Depok;P;08230553903;486049578;18;Bank Mandiri
10152;Faisal;Maman;Faisal Maman;1993-12-01;Salatiga;P;08458685216;584562617;12;Bank Jenius
13733;Suwandi;Heri;Suwandi Heri;1992-06-17;Kuningan;P;08536062091;677191516;7;Bank Syariah Indonesia
11939;Marni;Yuni;Marni Yuni;1981-08-10;Pekalongan;P;08835274310;715167796;9;Bank Artos
14002;Anik;Ali;Anik Ali;1987-04-11;Cirebon;P;08520353818;522945017;5;Bank Negara Indonesia
11105;Titi;Novi;Titi Novi;1980-09-14;Salatiga;L;08272231836;588618602;6;Bank Maspion
14411;Suwandi;Ketut;Suwandi Ketut;1992-03-30;Banjar;L;08532159188;643874612;5;Bank Negara Indonesia
13894;Maryati;Taufik;Maryati Taufik;1978-09-05;Sukoharjo;L;08847340106;495484849;10;Bank Jago
14464;Petrus;Dedi;Petrus Dedi;1978-05-09;Subang;L;08833770727;708177654;5;Bank Negara Indonesia
10707;Novita;Kartini;Novita Kartini;1989-06-30;Tegal;P;08841358664;625437641;1;Bank Central Asia
12943;Riska;Iin;Riska Iin;1985-04-29;Bogor;P;08365755885;466834238;15;Bank UOB Indonesia
10199;Kadek;Gusti;Kadek Gusti;1993-10-20;Majalengka;L;08346869380;528760105;4;Bank Rakyat Indonesia
13626;Susilawati;Erna;Susilawati Erna;1998-11-14;Grobogan;P;08343050283;616130230;14;Bank Tabungan Negara
11315;Kusnadi;Asep;Kusnadi Asep;1996-11-13;Karawang;P;08547068151;531370764;3;Bank Mega
11346;Sugianto;Dedi;Sugianto Dedi;1980-08-09;Semarang;P;08616026161;499509109;10;Bank Jago
10066;Yusup;Ernawati;Yusup Ernawati;1993-01-12;Boyolali;P;08313092234;623361446;2;Bank Artha Graha Internasional
14008;Sigit;Rahmat;Sigit Rahmat;1970-04-30;Surakarta;P;08293903676;703851020;19;Bank HSBC Indonesia
12511;Nuraini;Dedi;Nuraini Dedi;1966-09-26;Cimahi;L;08755113548;633499396;9;Bank Artos
13964;Iman;Iin;Iman Iin;1969-05-21;Garut;L;08808001140;475192215;12;Bank Jenius
14423;Ramli;Wahyudi;Ramli Wahyudi;1971-05-11;Pekalongan;L;08254774157;646641609;13;Bank BPD Bali
14088;Dini;Yudi;Dini Yudi;1987-04-15;Wonosobo;P;08368725193;462802012;20;Bank Digital BCA
11148;Gede;Sutrisno;Gede Sutrisno;1993-03-28;Semarang;L;08359751548;428917881;17;Bank Panin
11537;Sitti;Muhammad;Sitti Muhammad;1992-08-29;Grobogan;L;08727859628;646315779;20;Bank Digital BCA
14603;Fajar;Erna;Fajar Erna;1998-05-02;Kuningan;L;08841673918;628027618;5;Bank Negara Indonesia
10895;Sumini;Umi;Sumini Umi;1973-07-25;Pemalang;L;08780884165;704864385;16;Bank Sinarmas
12002;Rani;Gusti;Rani Gusti;1974-05-30;Garut;P;08325280914;627846181;15;Bank UOB Indonesia
12758;Ny;Edi;Ny Edi;1985-07-31;Bekasi;P;08283861768;506578670;19;Bank HSBC Indonesia
11300;Ny;Wa;Ny Wa;1982-12-09;Rembang;L;08692149893;699506904;20;Bank Digital BCA
12368;Fajar;Erni;Fajar Erni;1979-04-22;Sukoharjo;P;08708991042;497308875;2;Bank Artha Graha Internasional
12684;Yayat;Sugeng;Yayat Sugeng;1978-06-22;Grobogan;L;08264760990;458404139;16;Bank Sinarmas
14001;Mariana;Andri;Mariana Andri;1988-03-02;Tasikmalaya;P;08587995114;437594794;13;Bank BPD Bali
10495;Hendrik;Yuni;Hendrik Yuni;1981-06-26;Tegal;P;08294679400;583897041;2;Bank Artha Graha Internasional
11445;Anis;Evi;Anis Evi;1966-05-14;Salatiga;L;08822816838;704627849;14;Bank Tabungan Negara
10730;Rahmawati;Devi;Rahmawati Devi;1989-08-04;Karawang;P;08476642724;691677744;13;Bank BPD Bali
11592;Nanik;Tati;Nanik Tati;1982-04-20;Kuningan;P;08475387064;691963759;4;Bank Rakyat Indonesia
12211;Rahmad;Putri;Rahmad Putri;1988-04-20;Magelang;L;08855843936;560872622;2;Bank Artha Graha Internasional
14515;Amir;Deni;Amir Deni;1973-03-20;Bogor;L;08836641659;715356710;20;Bank Digital BCA
10811;Supriyadi;Mohammad;Supriyadi Mohammad;1978-01-21;Sukabumi;L;08538810608;529051435;12;Bank Jenius
12309;Cucu;Nurhayati;Cucu Nurhayati;1969-05-16;Cimahi;L;08669014774;508186221;10;Bank Jago
11683;Jamilah;Sunarti;Jamilah Sunarti;1970-08-06;Magelang;L;08586203533;666316436;14;Bank Tabungan Negara
14386;Nuraini;Diana;Nuraini Diana;1973-08-15;Garut;P;08708385810;491040054;14;Bank Tabungan Negara
12651;Ilham;Santi;Ilham Santi;1994-03-18;Depok;P;08492321674;589320267;19;Bank HSBC Indonesia
13775;Yayat;Anita;Yayat Anita;1969-07-27;Kendal;P;08497057027;542470273;19;Bank HSBC Indonesia
11766;Nova;Reni;Nova Reni;1988-05-07;Ciamis;P;08618980888;421116106;16;Bank Sinarmas
11094;Elis;Gusti;Elis Gusti;1989-12-24;Tegal;L;08810977468;533215160;4;Bank Rakyat Indonesia
14861;Cucu;Bambang;Cucu Bambang;1990-10-26;Majalengka;L;08346932651;426080238;12;Bank Jenius
12448;Supriyadi;Titin;Supriyadi Titin;1990-07-12;Tasikmalaya;L;08430436150;476334892;12;Bank Jenius
12830;Saiful;Bambang;Saiful Bambang;1996-08-10;Banjarnegara;L;08324481883;619518469;19;Bank HSBC Indonesia
13635;Elis;Ernawati;Elis Ernawati;1977-02-03;Sumedang;P;08656825788;446869075;17;Bank Panin
14821;Wiwik;Ai;Wiwik Ai;1995-02-22;Grobogan;L;08481962243;630590164;1;Bank Central Asia
11595;Petrus;Heni;Petrus Heni;1988-12-11;Cirebon;P;08484261031;440647328;5;Bank Negara Indonesia
11935;Nina;Nani;Nina Nani;1985-02-18;Batang;P;08342189113;550337834;6;Bank Maspion
10829;Dini;Tati;Dini Tati;1966-08-10;Demak;L;08812970390;462957873;9;Bank Artos
13553;Supriadi;Indah;Supriadi Indah;1975-06-17;Rembang;L;08577280770;427767937;12;Bank Jenius
11839;Abu;Wawan;Abu Wawan;1986-10-19;Jepara;L;08246879068;603807165;20;Bank Digital BCA
10222;Neng;Erni;Neng Erni;1990-10-30;Bekasi;L;08213646931;511523306;9;Bank Artos
12045;Ria;Joko;Ria Joko;1965-12-22;Karanganyar;P;08842614077;468510070;17;Bank Panin
10661;Tatang;Wayan;Tatang Wayan;1968-04-03;Kudus;P;08579837950;432728504;14;Bank Tabungan Negara
14819;Didik;Putri;Didik Putri;1971-09-30;Grobogan;P;08229255997;471464353;12;Bank Jenius
11457;Yulia;Muhammad;Yulia Muhammad;1965-08-22;Temanggung;P;08529574959;567723455;15;Bank UOB Indonesia
10188;Neni;Susi;Neni Susi;1992-07-26;Semarang;L;08505268235;681691503;8;Bank Jabar
12518;Inaq;Mulyadi;Inaq Mulyadi;1986-11-06;Kudus;P;08225117773;499977591;2;Bank Artha Graha Internasional
13430;Dani;Sumiati;Dani Sumiati;1994-06-20;Pekalongan;P;08635973475;479427082;13;Bank BPD Bali
11665;Surya;Ahmad;Surya Ahmad;1980-01-06;Depok;P;08331231437;432485814;3;Bank Mega
14229;Marlina;Haji;Marlina Haji;1974-04-01;Pekalongan;P;08717846767;684444967;3;Bank Mega
14089;Didin;Imas;Didin Imas;1991-12-11;Bandung;P;08487796361;515032666;17;Bank Panin
14400;Suwarti;Nur;Suwarti Nur;1983-06-04;Jepara;L;08697399908;603547462;6;Bank Maspion
10821;Nurjanah;Yuliana;Nurjanah Yuliana;1971-03-11;Bandung;L;08832362729;563545137;10;Bank Jago
11583;Anang;Yudi;Anang Yudi;1990-08-22;Bandung;L;08728051058;456318306;19;Bank HSBC Indonesia
12326;St;Heni;St Heni;1968-01-05;Rembang;L;08645723227;494973360;12;Bank Jenius
10019;Faisal;Tati;Faisal Tati;1995-09-05;Jepara;P;08264290507;547210384;18;Bank Mandiri
10040;Eli;Lia;Eli Lia;1985-10-18;Bandung;P;08443422099;706972208;10;Bank Jago
14304;Nunung;Moch;Nunung Moch;1992-06-19;Bandung Barat;P;08608210785;562159808;1;Bank Central Asia
11508;Suparmi;Wa;Suparmi Wa;1991-12-28;Kendal;P;08574051503;502136657;8;Bank Jabar
14529;Ita;Sutrisno;Ita Sutrisno;1968-11-03;Pangandaran;P;08763546614;499354393;13;Bank BPD Bali
13909;Kadek;Puji;Kadek Puji;1981-10-02;Kebumen;L;08803663885;599986530;9;Bank Artos
13793;Rizki;Iis;Rizki Iis;1969-06-23;Bandung;L;08234672696;598114112;13;Bank BPD Bali
12310;Endah;Lia;Endah Lia;1988-10-09;Sukabumi;L;08454920485;432515740;1;Bank Central Asia
13591;Nurjanah;Teguh;Nurjanah Teguh;1975-06-24;Surakarta;L;08579200648;550726071;9;Bank Artos
14927;Dedy;Lilis;Dedy Lilis;1974-12-11;Brebes;L;08213482914;685116352;10;Bank Jago
12721;Agustinus;Erna;Agustinus Erna;1990-11-29;Banyumas;L;08633845823;634324861;6;Bank Maspion
14351;Hendrik;Yusuf;Hendrik Yusuf;1974-12-24;Depok;L;08230702562;618793324;2;Bank Artha Graha Internasional
10750;Anton;Hasan;Anton Hasan;1984-10-20;Bogor;P;08584538296;616173248;9;Bank Artos
13524;Dadan;Andri;Dadan Andri;1997-09-19;Depok;P;08291837164;706022837;17;Bank Panin
11301;Mulyono;Budi;Mulyono Budi;1968-04-02;Tasikmalaya;L;08507935796;629262918;19;Bank HSBC Indonesia
11281;Amat;Lina;Amat Lina;1975-02-13;Surakarta;P;08580349988;549408847;18;Bank Mandiri
14349;Yadi;Ahmad;Yadi Ahmad;1972-03-04;Salatiga;L;08401154226;568249434;20;Bank Digital BCA
12540;Dadan;Sari;Dadan Sari;1986-09-01;Boyolali;L;08651721835;477316972;14;Bank Tabungan Negara
12079;Faisal;Muhamad;Faisal Muhamad;1986-07-06;Cirebon;L;08402634647;498714644;15;Bank UOB Indonesia
13316;Iskandar;Fitri;Iskandar Fitri;1987-10-20;Bekasi;L;08352655751;684015094;17;Bank Panin
14126;Zainal;Tuti;Zainal Tuti;1983-02-26;Pangandaran;L;08777334907;482187897;2;Bank Artha Graha Internasional
14945;Rian;Mochamad;Rian Mochamad;1993-04-11;Kendal;P;08235665530;615900925;9;Bank Artos
14756;Sunardi;Ari;Sunardi Ari;1974-02-17;Kendal;L;08653743950;599641225;17;Bank Panin
12991;Petrus;Nani;Petrus Nani;1976-09-29;Purbalingga;L;08618838529;569788551;4;Bank Rakyat Indonesia
14206;Suwandi;Ari;Suwandi Ari;1968-04-21;Cimahi;L;08801632655;485159046;4;Bank Rakyat Indonesia
11019;Tutik;Eva;Tutik Eva;1997-08-30;Sukoharjo;L;08800935510;694906732;7;Bank Syariah Indonesia
11215;Yanto;Yati;Yanto Yati;1992-05-31;Brebes;P;08585843546;543217537;16;Bank Sinarmas
10425;Drs;Lia;Drs Lia;1977-08-31;Kebumen;P;08383434500;624032592;19;Bank HSBC Indonesia
12373;Mega;Lukman;Mega Lukman;1988-01-06;Sragen;L;08483337911;520379226;11;Bank Raya Indonesia
13456;Joni;Tati;Joni Tati;1981-03-09;Tegal;L;08572360700;699140481;12;Bank Jenius
14091;Nurdin;Erna;Nurdin Erna;1996-04-26;Karawang;L;08764931388;698196644;20;Bank Digital BCA
10079;Feri;Yuni;Feri Yuni;1977-09-14;Sukoharjo;P;08443907206;451363340;10;Bank Jago
10627;Suherman;Abdul;Suherman Abdul;1975-03-08;Kendal;P;08690562908;631525378;13;Bank BPD Bali
14768;Asih;Dedi;Asih Dedi;1992-10-16;Sukabumi;L;08848522341;631924860;11;Bank Raya Indonesia
10435;Arifin;Haji;Arifin Haji;1967-09-17;Kebumen;P;08565222415;491898378;7;Bank Syariah Indonesia
10064;Rusdi;Anwar;Rusdi Anwar;1999-10-22;Boyolali;P;08793857712;618874255;12;Bank Jenius
10552;Sunarto;Ai;Sunarto Ai;1982-03-05;Cirebon;P;08372524455;541599207;15;Bank UOB Indonesia
11635;St;Sugeng;St Sugeng;1997-06-22;Banjarnegara;L;08399933843;637544103;13;Bank BPD Bali
11697;Surya;Lukman;Surya Lukman;1978-10-21;Wonogiri;L;08865615779;616463007;10;Bank Jago
12339;Faisal;Endang;Faisal Endang;1967-06-24;Bandung;P;08757038698;688272103;19;Bank HSBC Indonesia
14178;Sugianto;Susi;Sugianto Susi;1986-08-05;Pekalongan;L;08519870340;529139157;18;Bank Mandiri
12386;Titi;Sari;Titi Sari;1982-02-20;Rembang;P;08860981769;503721414;2;Bank Artha Graha Internasional
10731;Wiji;Ari;Wiji Ari;1991-06-16;Purworejo;P;08541837332;645246372;1;Bank Central Asia
13424;Winda;Dewi;Winda Dewi;1989-03-26;Wonosobo;L;08804628137;626881258;16;Bank Sinarmas
13348;Endah;Agus;Endah Agus;1989-07-18;Kuningan;L;08325735237;445503934;8;Bank Jabar
14285;Yanto;Abdullah;Yanto Abdullah;1981-11-06;Pangandaran;L;08551689916;615936307;10;Bank Jago
14779;Anah;Taufik;Anah Taufik;1998-11-26;Jepara;L;08793742618;708373872;14;Bank Tabungan Negara
10403;Cecep;Mohamad;Cecep Mohamad;1971-10-25;Tasikmalaya;P;08745393149;678879496;6;Bank Maspion
13054;Nurhasanah;Santi;Nurhasanah Santi;1979-05-31;Wonosobo;P;08861610406;615901725;7;Bank Syariah Indonesia
13343;Supriyadi;Iin;Supriyadi Iin;1980-01-04;Pati;L;08495882611;604983253;15;Bank UOB Indonesia
12641;Doni;Eti;Doni Eti;1986-06-05;Bandung;P;08280299166;540349199;15;Bank UOB Indonesia
11789;Rani;Ernawati;Rani Ernawati;1986-04-09;Wonosobo;L;08484331173;657135750;8;Bank Jabar
12297;Rizky;Yati;Rizky Yati;1990-08-24;Magelang;P;08791958420;597186855;3;Bank Mega
10898;Wiji;Iin;Wiji Iin;1978-07-02;Semarang;L;08350439610;674660487;20;Bank Digital BCA
12163;Rahman;Nyoman;Rahman Nyoman;1994-11-24;Banyumas;L;08726672163;677464737;17;Bank Panin
14997;Udin;Aminah;Udin Aminah;1980-01-26;Banyumas;P;08433326874;622515835;7;Bank Syariah Indonesia
11544;Ir;Imas;Ir Imas;1978-05-21;Cilacap;L;08220153491;714854975;2;Bank Artha Graha Internasional
10197;Rusli;Ai;Rusli Ai;1986-10-03;Demak;P;08742824149;439671779;16;Bank Sinarmas
12753;Endah;Rudi;Endah Rudi;1978-10-28;Kudus;L;08768384281;563371879;15;Bank UOB Indonesia
10346;Anah;La;Anah La;1990-04-30;Subang;L;08288764061;625405147;9;Bank Artos
12778;Faisal;Nyoman;Faisal Nyoman;1993-12-31;Sumedang;P;08494245334;708315290;14;Bank Tabungan Negara
14954;Drs;Ayu;Drs Ayu;1980-11-07;Sukabumi;L;08267973452;428224181;20;Bank Digital BCA
14685;Dewa;Mochamad;Dewa Mochamad;1995-04-24;Tegal;P;08788157404;438904677;19;Bank HSBC Indonesia
14214;Suryati;Budi;Suryati Budi;1986-04-06;Surakarta;L;08473108484;626318843;14;Bank Tabungan Negara
13743;Suryati;Ida;Suryati Ida;1977-10-21;Banjar;P;08290111180;512433106;4;Bank Rakyat Indonesia
12374;Dani;Eti;Dani Eti;1990-04-02;Sukabumi;L;08544119600;626863299;16;Bank Sinarmas
14769;Cucu;Iis;Cucu Iis;1988-04-11;Blora;L;08690636436;494486318;9;Bank Artos
11930;Amin;Achmad;Amin Achmad;1966-11-14;Kebumen;P;08586374253;512693223;16;Bank Sinarmas
13670;Yayah;Reni;Yayah Reni;1989-09-19;Tasikmalaya;L;08411735707;442339888;9;Bank Artos
11426;Feri;Ujang;Feri Ujang;1974-02-13;Boyolali;L;08701583341;719595693;15;Bank UOB Indonesia
12488;Wiji;Santi;Wiji Santi;1971-07-22;Bogor;P;08645734549;631908855;19;Bank HSBC Indonesia
11978;Sumini;Rita;Sumini Rita;1971-05-03;Semarang;P;08536878844;559775034;12;Bank Jenius
14764;Yulia;Umar;Yulia Umar;1986-01-16;Purbalingga;L;08559995688;661310619;4;Bank Rakyat Indonesia
12887;Ira;Umi;Ira Umi;1981-04-02;Banyumas;L;08525907745;708618472;6;Bank Maspion
14377;Didin;Agus;Didin Agus;1981-02-08;Bandung;P;08852908686;424735346;3;Bank Mega
10775;Yunita;Sumiati;Yunita Sumiati;1983-10-31;Semarang;L;08556076829;495833782;6;Bank Maspion
13180;Purwanto;Iwan;Purwanto Iwan;1973-09-10;Cirebon;L;08626844774;519278541;11;Bank Raya Indonesia
10557;Joni;Ni;Joni Ni;1969-03-14;Purworejo;P;08337681681;502372055;18;Bank Mandiri
10113;Deden;Erni;Deden Erni;1974-02-08;Pemalang;L;08470832889;689964205;8;Bank Jabar
14095;Sandi;Irwan;Sandi Irwan;1970-02-22;Purbalingga;P;08366768328;588853253;17;Bank Panin
13323;Cucu;Ketut;Cucu Ketut;1981-08-09;Pemalang;P;08417863105;656295076;17;Bank Panin
14255;Joni;Maria;Joni Maria;1978-07-22;Brebes;L;08451258039;530912123;14;Bank Tabungan Negara
13502;Fitriani;Supardi;Fitriani Supardi;1970-08-31;Purworejo;P;08766903429;597755825;8;Bank Jabar
14652;Siswanto;Teguh;Siswanto Teguh;1978-02-27;Banjar;P;08868310151;468401675;17;Bank Panin
13939;Irfan;Sunarti;Irfan Sunarti;1993-03-17;Semarang;L;08815955620;450872393;5;Bank Negara Indonesia
13979;Untung;Tati;Untung Tati;1968-01-29;Temanggung;L;08278124036;672124404;9;Bank Artos
10448;Hendrik;Ade;Hendrik Ade;1984-05-20;Boyolali;L;08364910955;640403339;15;Bank UOB Indonesia
11336;Sigit;Fatimah;Sigit Fatimah;1993-07-21;Sukabumi;L;08731276076;554132215;14;Bank Tabungan Negara
13338;Susilawati;Titin;Susilawati Titin;1965-10-18;Magelang;P;08850484259;612026407;9;Bank Artos
13482;Rahmawati;Diana;Rahmawati Diana;1990-10-24;Majalengka;P;08562673513;564677082;19;Bank HSBC Indonesia
10447;Nunung;Wawan;Nunung Wawan;1989-11-24;Pati;P;08264821806;496368670;5;Bank Negara Indonesia
14430;Rahmad;Lilis;Rahmad Lilis;1996-07-11;Tasikmalaya;P;08783962406;467873988;2;Bank Artha Graha Internasional
13266;Mat;Mulyadi;Mat Mulyadi;1993-11-27;Pekalongan;L;08477001944;522408318;11;Bank Raya Indonesia
11661;Suwarti;Hendra;Suwarti Hendra;1987-08-16;Magelang;P;08280949518;610315176;15;Bank UOB Indonesia
13491;Ibrahim;Dian;Ibrahim Dian;1978-10-19;Cirebon;L;08670469710;696026812;6;Bank Maspion
10857;David;Abdullah;David Abdullah;1979-07-13;Sragen;L;08841640209;570472789;4;Bank Rakyat Indonesia
11328;Titik;Sumarni;Titik Sumarni;1994-04-05;Rembang;L;08483654531;455029880;6;Bank Maspion
14621;Suherman;Dedi;Suherman Dedi;1975-08-08;Banjar;P;08839514477;479616809;17;Bank Panin
13633;Anang;Neneng;Anang Neneng;1986-01-17;Jepara;L;08661467629;609514489;12;Bank Jenius
12649;Suwandi;Siti;Suwandi Siti;1968-07-11;Kebumen;L;08468276610;516670917;13;Bank BPD Bali
12844;Hartono;Wiwin;Hartono Wiwin;1984-02-08;Banjar;P;08645792041;582077838;2;Bank Artha Graha Internasional
12745;Erwin;Ismail;Erwin Ismail;1967-06-27;Batang;L;08261387429;433361940;15;Bank UOB Indonesia
13962;Teti;Hendri;Teti Hendri;1972-08-26;Cirebon;L;08531844326;555549799;18;Bank Mandiri
14393;Sumini;Tuti;Sumini Tuti;1978-02-19;Kuningan;P;08317839023;623062508;19;Bank HSBC Indonesia
14938;Kusnadi;Hadi;Kusnadi Hadi;1998-09-01;Pekalongan;P;08864602044;656230977;8;Bank Jabar
10166;Elis;Eti;Elis Eti;1991-05-24;Karanganyar;P;08593486646;512079463;2;Bank Artha Graha Internasional
14840;Rizky;Nurul;Rizky Nurul;1999-03-18;Bogor;P;08525857858;530890567;14;Bank Tabungan Negara
12176;Aji;Irwan;Aji Irwan;1997-03-30;Rembang;P;08322241373;612969362;15;Bank UOB Indonesia
12405;Sukardi;Nurul;Sukardi Nurul;1995-01-15;Batang;L;08446863155;714588396;2;Bank Artha Graha Internasional
11564;Suparno;Sari;Suparno Sari;1973-10-26;Jepara;P;08397690361;615484462;11;Bank Raya Indonesia
12097;Hendrik;Umi;Hendrik Umi;1974-03-04;Bogor;P;08742962928;705640624;2;Bank Artha Graha Internasional
12852;Mat;Arif;Mat Arif;1976-02-09;Sragen;L;08246170014;431384765;3;Bank Mega
12470;Amat;Muhamad;Amat Muhamad;1996-12-01;Semarang;L;08788818985;630604163;2;Bank Artha Graha Internasional
10996;Maryati;Eti;Maryati Eti;1979-12-29;Jepara;P;08633799752;464339746;9;Bank Artos
14695;Petrus;Indah;Petrus Indah;1996-06-30;Purwakarta;L;08326453380;567750429;11;Bank Raya Indonesia
10373;Yayat;Sumiati;Yayat Sumiati;1998-12-11;Tasikmalaya;P;08870495012;532619529;16;Bank Sinarmas
12451;Nengah;Rini;Nengah Rini;1973-08-06;Wonogiri;L;08751347202;479918021;1;Bank Central Asia
11436;Riska;Sumiati;Riska Sumiati;1984-02-07;Klaten;L;08216208583;491984138;18;Bank Mandiri
10077;Rahmad;Erna;Rahmad Erna;1993-09-01;Semarang;L;08657275195;610702664;2;Bank Artha Graha Internasional
14588;Riki;Wahyu;Riki Wahyu;1995-06-27;Kuningan;P;08513702163;600625349;10;Bank Jago
14455;Elis;Wa;Elis Wa;1983-02-03;Demak;P;08471622942;447974511;17;Bank Panin
11845;Anah;Agus;Anah Agus;1973-11-08;Brebes;P;08502527861;677152547;11;Bank Raya Indonesia
10901;Wiwik;Arif;Wiwik Arif;1997-10-04;Cianjur;L;08619981048;521192322;12;Bank Jenius
14332;Angga;Aris;Angga Aris;1980-12-10;Purwakarta;L;08827299626;688874131;20;Bank Digital BCA
11444;Hendrik;Halimah;Hendrik Halimah;1965-09-17;Bandung;L;08809614951;614206879;7;Bank Syariah Indonesia
14263;Supriyanto;Mulyadi;Supriyanto Mulyadi;1978-03-18;Klaten;P;08549993718;440740749;19;Bank HSBC Indonesia
11962;Sumini;Yuni;Sumini Yuni;1991-09-09;Pekalongan;L;08854949536;524419037;4;Bank Rakyat Indonesia
11676;Suherman;Nyoman;Suherman Nyoman;1986-06-18;Kuningan;L;08667793016;490954050;17;Bank Panin
11185;Wiji;Umi;Wiji Umi;1980-07-22;Bandung;L;08475269287;527908061;13;Bank BPD Bali
11613;Rizky;Indra;Rizky Indra;1976-04-23;Bogor;L;08448915731;444386449;1;Bank Central Asia
14355;Syamsul;Sulastri;Syamsul Sulastri;1967-08-22;Bandung;L;08778082138;486628660;11;Bank Raya Indonesia
13480;Hendrik;Desi;Hendrik Desi;1966-10-18;Tegal;P;08498170051;454542782;10;Bank Jago
13596;Wati;Putri;Wati Putri;1974-03-18;Tegal;L;08268003653;466405598;19;Bank HSBC Indonesia
11213;Nina;Halimah;Nina Halimah;1969-01-21;Bandung;L;08702882982;656586536;6;Bank Maspion
14957;Rusli;Herman;Rusli Herman;1989-04-08;Pemalang;L;08754056123;479006441;6;Bank Maspion
11174;Fitria;Made;Fitria Made;1972-11-28;Brebes;L;08249219157;552566179;9;Bank Artos
14737;Wiji;Haji;Wiji Haji;1988-03-29;Cilacap;P;08476570220;458503448;15;Bank UOB Indonesia
13633;Jamilah;Dadang;Jamilah Dadang;1994-11-08;Bandung;P;08425522890;631209428;18;Bank Mandiri
13357;Novita;Tati;Novita Tati;1996-08-03;Bandung;P;08239159467;468186000;9;Bank Artos
10317;Rahayu;Kartini;Rahayu Kartini;1974-01-11;Bekasi;L;08799692608;612777144;3;Bank Mega
12753;Dina;Taufik;Dina Taufik;1999-09-07;Depok;L;08833858639;491683163;11;Bank Raya Indonesia
11573;Arifin;Herman;Arifin Herman;1993-04-05;Tasikmalaya;P;08374943360;609508512;7;Bank Syariah Indonesia
10914;Dani;Ahmad;Dani Ahmad;1984-01-25;Bandung;P;08823072539;518205057;20;Bank Digital BCA
11089;Endah;Nani;Endah Nani;1981-03-03;Salatiga;L;08800023790;479571566;6;Bank Maspion
14712;Mimin;Aris;Mimin Aris;1974-04-22;Magelang;P;08427911604;624659759;4;Bank Rakyat Indonesia
10266;Arief;Yuni;Arief Yuni;1990-03-26;Karanganyar;P;08628250768;581381804;2;Bank Artha Graha Internasional
14548;Sandi;Iis;Sandi Iis;1990-02-08;Tasikmalaya;L;08593192589;424540514;5;Bank Negara Indonesia
12079;Anang;Adi;Anang Adi;1997-11-29;Purbalingga;L;08563941156;719216162;1;Bank Central Asia
13161;Yunita;Endang;Yunita Endang;1967-04-21;Karanganyar;P;08293517957;524437736;14;Bank Tabungan Negara
14210;Wiji;Agus;Wiji Agus;1981-10-24;Demak;P;08829878130;501487307;15;Bank UOB Indonesia
10358;Cucu;Abdul;Cucu Abdul;1996-10-29;Boyolali;L;08860836382;515185886;19;Bank HSBC Indonesia
11995;Komang;Lina;Komang Lina;1966-08-11;Magelang;P;08410483099;715990892;4;Bank Rakyat Indonesia
14002;Wiwik;Taufik;Wiwik Taufik;1994-03-21;Wonogiri;P;08814854270;438544404;6;Bank Maspion
14889;Dewa;Edi;Dewa Edi;1993-01-04;Banjar;L;08531857820;594038270;11;Bank Raya Indonesia
14614;Sudirman;Usman;Sudirman Usman;1984-06-06;Bandung;L;08806682668;706156154;6;Bank Maspion
